https://www.instagram.com/esrujakbuahnyai/,esrujakbuahnyai,284,085640208258,"b'Dapur_Nyai_BekasiLocal Business""Jajanan khas Indonesia dengan kualitas bahan no 1"": 085640208258 (Wa only) : Bekasi Barat : Instant,sameday,paxel : Terima pesanan besar'"
https://www.instagram.com/dapurwiy/,dapurwiy,145,087888401110,"b'Nasi Bakar BekasiJakarta RujakNasi Bakar PremiumRujak PremiumHomemade & healthy foodFor gifts,events & businessWA 087888401110Bekasi- KranjiKayuringinJaya'"
https://www.instagram.com/rujakangkung_tehsusi/,rujakangkung_tehsusi,63,085710596744,b'RUJAK KANGKUNG BEKASIRASANYA NAGIH100% HalalHomemade Tanpa pengawet COD/GOSENDBEKASIORDER  DM!WA:085710596744 Ready H+1 setelah order'
https://www.instagram.com/rujak_pangsit/,rujak_pangsit,117,089679092137,"b""Rujak Pangsit Bekasi @afiqafza , @pangestutianggreini Sistem Open PO yaaa...( PO Senin - Jum'at )Bisa COD/Delivery OrderDm/Wa : 089679092137"""
https://www.instagram.com/rujakbangkoknenk/,rujakbangkoknenk,61,081294326822,b'RUJAK BANGKOK BEKASIPersonal Blog#RUJAK BANGKOK#MANGGO STICKY RICE#PUDING#SALAD BUAHCALL / WA 081294326822'
https://www.instagram.com/rujaksosis/,rujaksosis,12,081514893581,b'Rujak Sosis BekasiBekasiCOD Sekitaran BekasiWa 081514893581'
https://www.instagram.com/juragansnackbekasi/,juragansnackbekasi,67,081879681225,b'Jual Rujak Cireng di BekasiEst.2019Part of @nahcollectionshopSummarecon Bekasi0818796812 (No Call!)JNE/Gosend/COD (Bekasi)BCA/BRI/Cimb Niagatokopedia.link/Qsfp2eSlB5'
https://www.instagram.com/sambalrujak.planetbekasi/,sambalrujak.planetbekasi,35,081317516985,b'Sambal Rujak Planet BekasiKitchen/Cooking MERESAP KE HATI PEDASNYA (MARS) WA 081317516985 DIJAMIN DOWER '
https://www.instagram.com/rujakcirengsalju_bekasi/,rujakcirengsalju_bekasi,41,087885290781,"b'Raja CemilanDISTRIBUTOR CIRENG SALJU BEKASIWhatsapp: 087885290781Bbm: 54dcbdcfline: rajacemilan BCA, BNI, BRI JNE bekasiVery Wellcome Reseller'"
https://www.instagram.com/di.beliyukss/,di.beliyukss,45,085782601938,b'SUKI TOMYAM BEKASISUKI TOMYAMWA : 0857-8260-1938 : Sicepat / JNE : Gosend / Grab Express ( Instan / Same day) : BekasiPesanan lewat shopeeshopee.co.id/yunitarachmdn?smtt=0.0.8'
https://www.instagram.com/kue.bekasi/,kue.bekasi,93,089689296980,b'Kue BekasiKUE BEKASIDM/wa 0896-8929-6980.Terjamin HALALNo pengawetHome Made#bekasi#kulinerbekasi#kuebekasi#murah'
https://www.instagram.com/pudinghiasbekasi/,pudinghiasbekasi,208,628111542911,"b'PUDDING ART & KUE ULTAH BEKASIPemesanan maks H-2 :Puding full susu, tanpa +airhttps://api.whatsapp.com/send?phone=628111542911Pondok GedeInstagram : @dapurkaruniabunda'"
https://www.instagram.com/sevencake777/,sevencake777,117,085277778218,b'Terima Pesanan Kue Bekasiorder via whatsapp:085277778218Bisa antar sejabodetabek #terimapesanankue #cakeultah #cakedecorating #cakebekasi #cakeanak #cakepernikahan'
https://www.instagram.com/kuesusterenak_bekasi/,kuesusterenak_bekasi,197,081366509638,b'JONSOE (Aneka kue Bekasi)Kue Sus terenak di Bekasi. INFO/ORDER H-1 081366509638/087885464459 DELIVERY Bekasi & Jkt by Gosend /Gocar#kuesus#kuesusbekasi#kueenakwa.me/6287885464459'
https://www.instagram.com/bursakuenusantarabekasi/,bursakuenusantarabekasi,880,082211144415,b'BursaKueNusantaraContact Person :WA 082211144415WA 082210000711WA 082210000071WA 085770857759www.tokopedia.com/bursakuenusantara'
https://www.instagram.com/ringkue_bks/,ringkue_bks,81,089533128605,"b'Ring Kue BekasiHOMEMADE & HALAL COOKIES---------------------DM for more informationOrder here: 0895331286057 (Whatsapp)JNE & GoSendBintara, Bekasi Barat'"
https://www.instagram.com/apc.tokokuebekasi/,apc.tokokuebekasi,683,089532080966,b'Donat Brownies PizzaToko Kue HALALWA 0895320809669Kirim-kirim luar JABODETABEK via JNE#donat#brownies#pizza#kuekeringpremiumO R D E R K L I K   wa.me/62895320809669'
